model,gene,variable,statistic,estimate,pval,FDR,hgnc_symbol
lme,ENSG00000163481,median_cv_coverage,seeContrasts,seeContrasts,4.896041432467426e-7,3.5368451892034222e-6,RNF25
lme,ENSG00000163482,Treatment,seeContrasts,seeContrasts,5.325442985477634e-4,0.0015574889054972003,STK36
lme,ENSG00000163482,median_cv_coverage,seeContrasts,seeContrasts,3.958477273918404e-9,4.248819028085024e-8,STK36
lme,ENSG00000163485,Treatment,seeContrasts,seeContrasts,0.5910563778124501,0.6689863243107047,ADORA1
lme,ENSG00000163485,median_cv_coverage,seeContrasts,seeContrasts,0.31311780559896524,0.45465677167163304,ADORA1
lme,ENSG00000163491,Treatment,seeContrasts,seeContrasts,3.4831169059167577e-9,2.321153775551649e-8,NEK10
lme,ENSG00000163491,median_cv_coverage,seeContrasts,seeContrasts,6.746472066519187e-5,3.087345545515555e-4,NEK10
lme,ENSG00000163492,Treatment,seeContrasts,seeContrasts,0.3630217132945345,0.45685018934937976,CCDC141
lme,ENSG00000163492,median_cv_coverage,seeContrasts,seeContrasts,0.5729250652143124,0.6971252973582244,CCDC141
lme,ENSG00000163501,Treatment,seeContrasts,seeContrasts,0.002554639698931445,0.0064564114539088805,IHH
lme,ENSG00000163501,median_cv_coverage,seeContrasts,seeContrasts,0.0013644740416060774,0.004566524001646933,IHH
lme,ENSG00000163507,Treatment,seeContrasts,seeContrasts,0.3593610204569147,0.45313957609259947,CIP2A
lme,ENSG00000163507,median_cv_coverage,seeContrasts,seeContrasts,0.7459797058717806,0.8322555183968589,CIP2A
lme,ENSG00000163510,Treatment,seeContrasts,seeContrasts,0.2646853053117035,0.3538703270796157,CWC22
lme,ENSG00000163510,median_cv_coverage,seeContrasts,seeContrasts,1.386971705990859e-59,7.354186309065532e-56,CWC22
lme,ENSG00000163512,Treatment,seeContrasts,seeContrasts,2.836824964401275e-19,5.584823602565728e-18,AZI2
lme,ENSG00000163512,median_cv_coverage,seeContrasts,seeContrasts,5.608019862949038e-17,2.314191047881758e-15,AZI2
lme,ENSG00000163513,Treatment,seeContrasts,seeContrasts,7.875597342379321e-16,1.1155576752023854e-14,TGFBR2
lme,ENSG00000163513,median_cv_coverage,seeContrasts,seeContrasts,0.7918944859603428,0.8660358114086594,TGFBR2
lme,ENSG00000163515,Treatment,seeContrasts,seeContrasts,0.4682378587711866,0.5584466072923886,RETNLB
lme,ENSG00000163515,median_cv_coverage,seeContrasts,seeContrasts,0.3404627583824914,0.4832031671654435,RETNLB
lme,ENSG00000163516,Treatment,seeContrasts,seeContrasts,8.876142113204377e-7,4.174831241713248e-6,ANKZF1
lme,ENSG00000163516,median_cv_coverage,seeContrasts,seeContrasts,4.6672083489581435e-5,2.201698790239537e-4,ANKZF1
lme,ENSG00000163517,Treatment,seeContrasts,seeContrasts,1.0666142735285735e-9,7.52067076640914e-9,HDAC11
lme,ENSG00000163517,median_cv_coverage,seeContrasts,seeContrasts,1.0208443923528338e-4,4.448923766892199e-4,HDAC11
lme,ENSG00000163518,Treatment,seeContrasts,seeContrasts,0.7276133060880259,0.7859132790074168,FCRL4
lme,ENSG00000163518,median_cv_coverage,seeContrasts,seeContrasts,0.15115413245686615,0.2593472964072236,FCRL4
lme,ENSG00000163519,Treatment,seeContrasts,seeContrasts,0.5094260644592603,0.595184752651741,TRAT1
lme,ENSG00000163519,median_cv_coverage,seeContrasts,seeContrasts,0.9689937955098776,0.9820824660831873,TRAT1
lme,ENSG00000163520,Treatment,seeContrasts,seeContrasts,2.1244097372585023e-5,8.053619087362011e-5,FBLN2
lme,ENSG00000163520,median_cv_coverage,seeContrasts,seeContrasts,6.03889721500153e-4,0.002190162756867646,FBLN2
lme,ENSG00000163521,Treatment,seeContrasts,seeContrasts,7.176401828943419e-15,9.125101829976256e-14,GLB1L
lme,ENSG00000163521,median_cv_coverage,seeContrasts,seeContrasts,1.065857094086421e-7,8.816738843282735e-7,GLB1L
lme,ENSG00000163527,Treatment,seeContrasts,seeContrasts,0.20204880486152255,0.2847262879989581,STT3B
lme,ENSG00000163527,median_cv_coverage,seeContrasts,seeContrasts,1.0925018666522134e-23,1.0861516995522973e-21,STT3B
lme,ENSG00000163528,Treatment,seeContrasts,seeContrasts,0.5642105558216702,0.6453046672027113,CHCHD4
lme,ENSG00000163528,median_cv_coverage,seeContrasts,seeContrasts,0.14312355962210283,0.24813803410450022,CHCHD4
lme,ENSG00000163531,Treatment,seeContrasts,seeContrasts,0.21508811198676953,0.2997027502955101,NFASC
lme,ENSG00000163531,median_cv_coverage,seeContrasts,seeContrasts,0.02371402199834114,0.055669856541855446,NFASC
lme,ENSG00000163535,Treatment,seeContrasts,seeContrasts,0.4711910259506451,0.5608605745918525,SGO2
lme,ENSG00000163535,median_cv_coverage,seeContrasts,seeContrasts,0.28335016951945935,0.4217689610643884,SGO2
lme,ENSG00000163536,Treatment,seeContrasts,seeContrasts,0.009631871151860632,0.021103880773091884,SERPINI1
lme,ENSG00000163536,median_cv_coverage,seeContrasts,seeContrasts,9.082503100949744e-14,2.2932599496318665e-12,SERPINI1
lme,ENSG00000163539,Treatment,seeContrasts,seeContrasts,1.878079323345243e-4,6.009778273275555e-4,CLASP2
lme,ENSG00000163539,median_cv_coverage,seeContrasts,seeContrasts,1.9961754986940364e-4,8.118937268659177e-4,CLASP2
lme,ENSG00000163541,Treatment,seeContrasts,seeContrasts,0.006792464492576377,0.015510728206059782,SUCLG1
lme,ENSG00000163541,median_cv_coverage,seeContrasts,seeContrasts,0.2758762404473561,0.4134894334114853,SUCLG1
lme,ENSG00000163545,Treatment,seeContrasts,seeContrasts,0.07482335676781415,0.1242266085070055,NUAK2
lme,ENSG00000163545,median_cv_coverage,seeContrasts,seeContrasts,1.3198406884108054e-4,5.59437673863631e-4,NUAK2
lme,ENSG00000163554,Treatment,seeContrasts,seeContrasts,0.6611656684965312,0.7294466839210934,SPTA1
lme,ENSG00000163554,median_cv_coverage,seeContrasts,seeContrasts,0.010878495721615164,0.028372558033076308,SPTA1
lme,ENSG00000163558,Treatment,seeContrasts,seeContrasts,6.555586513912865e-6,2.699448994999015e-5,PRKCI
lme,ENSG00000163558,median_cv_coverage,seeContrasts,seeContrasts,6.222243022340432e-9,6.486056340522231e-8,PRKCI
lme,ENSG00000163564,Treatment,seeContrasts,seeContrasts,0.4841478332921237,0.5724626168273108,PYHIN1
lme,ENSG00000163564,median_cv_coverage,seeContrasts,seeContrasts,0.8980926979857973,0.9375278810988071,PYHIN1
lme,ENSG00000163565,Treatment,seeContrasts,seeContrasts,6.311297324622837e-49,6.604855693603649e-47,IFI16
lme,ENSG00000163565,median_cv_coverage,seeContrasts,seeContrasts,7.934634057916753e-10,9.891553601824592e-9,IFI16
lme,ENSG00000163568,Treatment,seeContrasts,seeContrasts,1.9971139292542106e-31,1.0117226519951187e-29,AIM2
lme,ENSG00000163568,median_cv_coverage,seeContrasts,seeContrasts,7.774686578316697e-4,0.0027454212653476714,AIM2
lme,ENSG00000163576,Treatment,seeContrasts,seeContrasts,4.6143108480299134e-15,6.021316050829519e-14,EFHB
lme,ENSG00000163576,median_cv_coverage,seeContrasts,seeContrasts,0.03642217631175629,0.08026704884886496,EFHB
lme,ENSG00000163577,Treatment,seeContrasts,seeContrasts,0.14828531305829415,0.22073502478179724,EIF5A2
lme,ENSG00000163577,median_cv_coverage,seeContrasts,seeContrasts,3.1332567684418724e-4,0.001211490408741003,EIF5A2
lme,ENSG00000163584,Treatment,seeContrasts,seeContrasts,0.2887485225952218,0.3802602935496344,RPL22L1
lme,ENSG00000163584,median_cv_coverage,seeContrasts,seeContrasts,0.001202674952616967,0.004071281223936602,RPL22L1
lme,ENSG00000163586,Treatment,seeContrasts,seeContrasts,0.5806343208408513,0.6604798442230708,FABP1
lme,ENSG00000163586,median_cv_coverage,seeContrasts,seeContrasts,0.9932171938959334,0.9960977178805003,FABP1
lme,ENSG00000163590,Treatment,seeContrasts,seeContrasts,1.4785279341556816e-4,4.8237634211120283e-4,PPM1L
lme,ENSG00000163590,median_cv_coverage,seeContrasts,seeContrasts,0.2548527116621385,0.38916598679174785,PPM1L
lme,ENSG00000163596,Treatment,seeContrasts,seeContrasts,4.0664067750127105e-15,5.336991136149108e-14,ICA1L
lme,ENSG00000163596,median_cv_coverage,seeContrasts,seeContrasts,0.001595595507119736,0.005245334198202061,ICA1L
lme,ENSG00000163599,Treatment,seeContrasts,seeContrasts,0.17128919837456283,0.24885352804312458,CTLA4
lme,ENSG00000163599,median_cv_coverage,seeContrasts,seeContrasts,0.31609554867707695,0.45813322190026173,CTLA4
lme,ENSG00000163600,Treatment,seeContrasts,seeContrasts,0.7112544001427632,0.7724924035962676,ICOS
lme,ENSG00000163600,median_cv_coverage,seeContrasts,seeContrasts,0.4269267365854212,0.5698207416398972,ICOS
lme,ENSG00000163602,Treatment,seeContrasts,seeContrasts,0.8930366685315895,0.9185602512985446,RYBP
lme,ENSG00000163602,median_cv_coverage,seeContrasts,seeContrasts,0.0017799657222150001,0.005767756109854147,RYBP
lme,ENSG00000163605,Treatment,seeContrasts,seeContrasts,0.05273265994733196,0.09241141586231237,PPP4R2
lme,ENSG00000163605,median_cv_coverage,seeContrasts,seeContrasts,1.295761806706804e-7,1.048940613704078e-6,PPP4R2
lme,ENSG00000163606,Treatment,seeContrasts,seeContrasts,0.00886535589016695,0.01961079351201303,CD200R1
lme,ENSG00000163606,median_cv_coverage,seeContrasts,seeContrasts,0.18337599132368287,0.301744273713233,CD200R1
lme,ENSG00000163607,Treatment,seeContrasts,seeContrasts,0.033731569607366,0.06296633700580478,GTPBP8
lme,ENSG00000163607,median_cv_coverage,seeContrasts,seeContrasts,7.59783335857272e-11,1.144495598814548e-9,GTPBP8
lme,ENSG00000163608,Treatment,seeContrasts,seeContrasts,0.10556083694148642,0.16641786255978439,NEPRO
lme,ENSG00000163608,median_cv_coverage,seeContrasts,seeContrasts,3.672561517434212e-24,3.843383951172764e-22,NEPRO
lme,ENSG00000163611,Treatment,seeContrasts,seeContrasts,3.0392563993944177e-6,1.3248959042249112e-5,SPICE1
lme,ENSG00000163611,median_cv_coverage,seeContrasts,seeContrasts,3.7556469335712476e-5,1.8081439398401282e-4,SPICE1
lme,ENSG00000163617,Treatment,seeContrasts,seeContrasts,3.4187834522186828e-9,2.2821061004801756e-8,CCDC191
lme,ENSG00000163617,median_cv_coverage,seeContrasts,seeContrasts,7.708884659178489e-4,0.0027262167246232152,CCDC191
lme,ENSG00000163618,Treatment,seeContrasts,seeContrasts,0.16479473859680405,0.24133584117652015,CADPS
lme,ENSG00000163618,median_cv_coverage,seeContrasts,seeContrasts,0.6090943985303875,0.7264650669133144,CADPS
lme,ENSG00000163624,Treatment,seeContrasts,seeContrasts,9.366282931269947e-10,6.627645132905295e-9,CDS1
lme,ENSG00000163624,median_cv_coverage,seeContrasts,seeContrasts,5.506126749124951e-8,4.801861743329529e-7,CDS1
lme,ENSG00000163625,Treatment,seeContrasts,seeContrasts,0.12974254150099454,0.1974186538795026,WDFY3
lme,ENSG00000163625,median_cv_coverage,seeContrasts,seeContrasts,0.061412228483195073,0.12414338778525659,WDFY3
lme,ENSG00000163626,Treatment,seeContrasts,seeContrasts,0.23108681362832567,0.3179292461845508,COX18
lme,ENSG00000163626,median_cv_coverage,seeContrasts,seeContrasts,0.8148690151234629,0.8817169868423186,COX18
lme,ENSG00000163629,Treatment,seeContrasts,seeContrasts,0.02236785985576551,0.044144608774896024,PTPN13
lme,ENSG00000163629,median_cv_coverage,seeContrasts,seeContrasts,0.1454674547278166,0.2512433010157849,PTPN13
lme,ENSG00000163630,Treatment,seeContrasts,seeContrasts,0.1288425669404067,0.19638738140293688,SYNPR
lme,ENSG00000163630,median_cv_coverage,seeContrasts,seeContrasts,0.44269445456781614,0.5855109910044277,SYNPR
lme,ENSG00000163631,Treatment,seeContrasts,seeContrasts,0.5248939322294013,0.6098077548914027,ALB
lme,ENSG00000163631,median_cv_coverage,seeContrasts,seeContrasts,0.26263456363656323,0.3982581509787237,ALB
lme,ENSG00000163632,Treatment,seeContrasts,seeContrasts,0.3528108053298536,0.44714855233702344,C3orf49
lme,ENSG00000163632,median_cv_coverage,seeContrasts,seeContrasts,0.04166968088248788,0.0899131326366976,C3orf49
lme,ENSG00000163633,Treatment,seeContrasts,seeContrasts,0.09985959023840632,0.15886253644587753,C4orf36
lme,ENSG00000163633,median_cv_coverage,seeContrasts,seeContrasts,0.7444218005082011,0.8311003355336858,C4orf36
lme,ENSG00000163634,Treatment,seeContrasts,seeContrasts,3.6251708741706556e-9,2.4087549329754643e-8,THOC7
lme,ENSG00000163634,median_cv_coverage,seeContrasts,seeContrasts,9.674055443001203e-7,6.593196226727513e-6,THOC7
lme,ENSG00000163635,Treatment,seeContrasts,seeContrasts,7.147270697511167e-5,2.460857900114938e-4,ATXN7
lme,ENSG00000163635,median_cv_coverage,seeContrasts,seeContrasts,0.3667692292133944,0.5105764678038356,ATXN7
lme,ENSG00000163636,Treatment,seeContrasts,seeContrasts,0.05302099278189767,0.09281445275466559,PSMD6
lme,ENSG00000163636,median_cv_coverage,seeContrasts,seeContrasts,9.926630910562551e-31,2.322101733739978e-28,PSMD6
lme,ENSG00000163637,Treatment,seeContrasts,seeContrasts,1.9433671242225718e-4,6.195018205412515e-4,PRICKLE2
lme,ENSG00000163637,median_cv_coverage,seeContrasts,seeContrasts,0.12246429664304322,0.2195410002418065,PRICKLE2
lme,ENSG00000163638,Treatment,seeContrasts,seeContrasts,0.9960704318249528,0.9970105939491269,ADAMTS9
lme,ENSG00000163638,median_cv_coverage,seeContrasts,seeContrasts,0.4536025434117072,0.595138210000827,ADAMTS9
lme,ENSG00000163644,Treatment,seeContrasts,seeContrasts,3.154049964710966e-114,8.503639455704633e-112,PPM1K
lme,ENSG00000163644,median_cv_coverage,seeContrasts,seeContrasts,8.796266946194033e-4,0.0030691427574711227,PPM1K
lme,ENSG00000163645,Treatment,seeContrasts,seeContrasts,0.8633181435646061,0.895169917846437,ERICH6
lme,ENSG00000163645,median_cv_coverage,seeContrasts,seeContrasts,0.6884602909158732,0.7896840097778192,ERICH6
lme,ENSG00000163655,Treatment,seeContrasts,seeContrasts,0.020801001188401898,0.041521084942139415,GMPS
lme,ENSG00000163655,median_cv_coverage,seeContrasts,seeContrasts,2.6702040843110317e-10,3.647249180845899e-9,GMPS
lme,ENSG00000163659,Treatment,seeContrasts,seeContrasts,0.004134847172654931,0.009977702362776394,TIPARP
lme,ENSG00000163659,median_cv_coverage,seeContrasts,seeContrasts,1.0351702973594709e-9,1.256981215274588e-8,TIPARP
lme,ENSG00000163660,Treatment,seeContrasts,seeContrasts,5.0074463323919895e-5,1.7708636907372028e-4,CCNL1
lme,ENSG00000163660,median_cv_coverage,seeContrasts,seeContrasts,4.7282784500496214e-5,2.2285251942204246e-4,CCNL1
lme,ENSG00000163661,Treatment,seeContrasts,seeContrasts,0.3064998719059272,0.3989765517518481,PTX3
lme,ENSG00000163661,median_cv_coverage,seeContrasts,seeContrasts,2.312213732286659e-4,9.278603390384432e-4,PTX3
lme,ENSG00000163666,Treatment,seeContrasts,seeContrasts,2.6180600891838664e-14,3.152572432902934e-13,HESX1
lme,ENSG00000163666,median_cv_coverage,seeContrasts,seeContrasts,0.005010791805977265,0.014405393351829415,HESX1
lme,ENSG00000163673,Treatment,seeContrasts,seeContrasts,0.055665416905996475,0.09657212201152644,DCLK3
lme,ENSG00000163673,median_cv_coverage,seeContrasts,seeContrasts,0.9850116066706873,0.9907416773512883,DCLK3
lme,ENSG00000163681,Treatment,seeContrasts,seeContrasts,2.511477358646529e-4,7.822610210297697e-4,SLMAP
lme,ENSG00000163681,median_cv_coverage,seeContrasts,seeContrasts,0.09106264589180778,0.17285602723162127,SLMAP
lme,ENSG00000163682,Treatment,seeContrasts,seeContrasts,0.020058596442235427,0.040215645026632565,RPL9
lme,ENSG00000163682,median_cv_coverage,seeContrasts,seeContrasts,0.0036250793043603323,0.010794484555308837,RPL9
lme,ENSG00000163683,Treatment,seeContrasts,seeContrasts,6.426076535400146e-11,5.244720341129303e-10,SMIM14
lme,ENSG00000163683,median_cv_coverage,seeContrasts,seeContrasts,0.018763023176009756,0.04539367447312353,SMIM14
lme,ENSG00000163684,Treatment,seeContrasts,seeContrasts,0.689724218938504,0.7533262256697874,RPP14
lme,ENSG00000163684,median_cv_coverage,seeContrasts,seeContrasts,0.057686906770994986,0.11792622587532837,RPP14
lme,ENSG00000163686,Treatment,seeContrasts,seeContrasts,1.925055370534235e-8,1.1443144909973122e-7,ABHD6
lme,ENSG00000163686,median_cv_coverage,seeContrasts,seeContrasts,0.033113156454876023,0.07410396450868217,ABHD6
lme,ENSG00000163687,Treatment,seeContrasts,seeContrasts,0.32871898581855813,0.4224034984583411,DNASE1L3
lme,ENSG00000163687,median_cv_coverage,seeContrasts,seeContrasts,0.2411310908553603,0.37326510920944106,DNASE1L3
lme,ENSG00000163689,Treatment,seeContrasts,seeContrasts,1.2818822609375751e-11,1.1347190386607685e-10,CFAP20DC
lme,ENSG00000163689,median_cv_coverage,seeContrasts,seeContrasts,0.12226727410407773,0.21929253908823593,CFAP20DC
lme,ENSG00000163694,Treatment,seeContrasts,seeContrasts,9.07844672024133e-8,4.908594560804854e-7,RBM47
lme,ENSG00000163694,median_cv_coverage,seeContrasts,seeContrasts,0.026129857435080017,0.060528271766392576,RBM47
lme,ENSG00000163697,Treatment,seeContrasts,seeContrasts,0.001027112559545972,0.002826202989914855,APBB2
lme,ENSG00000163697,median_cv_coverage,seeContrasts,seeContrasts,0.9849592134203523,0.9907416773512883,APBB2
lme,ENSG00000163701,Treatment,seeContrasts,seeContrasts,0.6225788376570035,0.6964389290161712,IL17RE
lme,ENSG00000163701,median_cv_coverage,seeContrasts,seeContrasts,0.2980311936437794,0.4384335704514565,IL17RE
lme,ENSG00000163702,Treatment,seeContrasts,seeContrasts,2.941777475649712e-7,1.4771103000366152e-6,IL17RC
lme,ENSG00000163702,median_cv_coverage,seeContrasts,seeContrasts,2.0865973462463495e-5,1.0638302559852783e-4,IL17RC
lme,ENSG00000163703,Treatment,seeContrasts,seeContrasts,0.0065557011706792855,0.015046899691722126,CRELD1
lme,ENSG00000163703,median_cv_coverage,seeContrasts,seeContrasts,0.0072189174716194085,0.019836123721031256,CRELD1
lme,ENSG00000163704,Treatment,seeContrasts,seeContrasts,1.4669810549398469e-5,5.718026866191655e-5,PRRT3
lme,ENSG00000163704,median_cv_coverage,seeContrasts,seeContrasts,3.668826085756663e-4,0.0013965067371651408,PRRT3
lme,ENSG00000163710,Treatment,seeContrasts,seeContrasts,0.16151195423866174,0.2373806390163903,PCOLCE2
lme,ENSG00000163710,median_cv_coverage,seeContrasts,seeContrasts,0.6890972349282644,0.7901866865631417,PCOLCE2
lme,ENSG00000163714,Treatment,seeContrasts,seeContrasts,0.17681069642206518,0.2554753154678709,U2SURP
lme,ENSG00000163714,median_cv_coverage,seeContrasts,seeContrasts,2.2691028032872033e-29,4.675650175993434e-27,U2SURP
lme,ENSG00000163719,Treatment,seeContrasts,seeContrasts,2.7573263585203958e-5,1.026223453088066e-4,MTMR14
lme,ENSG00000163719,median_cv_coverage,seeContrasts,seeContrasts,3.2363484754846394e-13,7.460955826019443e-12,MTMR14
lme,ENSG00000163728,Treatment,seeContrasts,seeContrasts,0.3601148350303197,0.453802319640917,TTC14
lme,ENSG00000163728,median_cv_coverage,seeContrasts,seeContrasts,5.3473611627052367e-20,3.322674766216883e-18,TTC14
lme,ENSG00000163734,Treatment,seeContrasts,seeContrasts,3.5372094926136468e-22,9.119350307780434e-21,CXCL3
lme,ENSG00000163734,median_cv_coverage,seeContrasts,seeContrasts,0.22959827152656304,0.36000194235318267,CXCL3
lme,ENSG00000163735,Treatment,seeContrasts,seeContrasts,5.8324737711415194e-21,1.3583771636537066e-19,CXCL5
lme,ENSG00000163735,median_cv_coverage,seeContrasts,seeContrasts,0.4738497197009929,0.6138977515470017,CXCL5
lme,ENSG00000163736,Treatment,seeContrasts,seeContrasts,0.31875625120438833,0.41216515102489065,PPBP
lme,ENSG00000163736,median_cv_coverage,seeContrasts,seeContrasts,0.6547012456790322,0.7638839985853776,PPBP
lme,ENSG00000163738,Treatment,seeContrasts,seeContrasts,5.285650272595077e-4,0.001546988755955288,MTHFD2L
lme,ENSG00000163738,median_cv_coverage,seeContrasts,seeContrasts,0.015540913258886936,0.03866270053317399,MTHFD2L
lme,ENSG00000163739,Treatment,seeContrasts,seeContrasts,1.1089870638451885e-28,4.691664155474843e-27,CXCL1
lme,ENSG00000163739,median_cv_coverage,seeContrasts,seeContrasts,0.7456143806959553,0.832023006224522,CXCL1
lme,ENSG00000163743,Treatment,seeContrasts,seeContrasts,0.021846306338489,0.04326020103651743,RCHY1
lme,ENSG00000163743,median_cv_coverage,seeContrasts,seeContrasts,6.599854347738608e-32,1.666410843007588e-29,RCHY1
lme,ENSG00000163746,Treatment,seeContrasts,seeContrasts,0.059259757825404595,0.10192960291184158,PLSCR2
lme,ENSG00000163746,median_cv_coverage,seeContrasts,seeContrasts,0.6084699133372085,0.7259379668082934,PLSCR2
lme,ENSG00000163749,Treatment,seeContrasts,seeContrasts,0.7810151564460647,0.8297894799350488,CCDC158
lme,ENSG00000163749,median_cv_coverage,seeContrasts,seeContrasts,0.5890205616998236,0.7100168661890494,CCDC158
lme,ENSG00000163754,Treatment,seeContrasts,seeContrasts,0.002034553956142262,0.005258107194208767,GYG1
lme,ENSG00000163754,median_cv_coverage,seeContrasts,seeContrasts,1.8233153588718752e-9,2.101701261853255e-8,GYG1
lme,ENSG00000163755,Treatment,seeContrasts,seeContrasts,2.2750338024143497e-6,1.0103004660805433e-5,HPS3
lme,ENSG00000163755,median_cv_coverage,seeContrasts,seeContrasts,1.993402042049165e-5,1.0208965319663897e-4,HPS3
lme,ENSG00000163762,Treatment,seeContrasts,seeContrasts,0.08695410097361687,0.1411695125727009,TM4SF18
lme,ENSG00000163762,median_cv_coverage,seeContrasts,seeContrasts,0.2842823061986076,0.42274269839218953,TM4SF18
lme,ENSG00000163781,Treatment,seeContrasts,seeContrasts,0.023790699473608345,0.04654340786893848,TOPBP1
lme,ENSG00000163781,median_cv_coverage,seeContrasts,seeContrasts,9.828908009351387e-5,4.3035628875516795e-4,TOPBP1
lme,ENSG00000163785,Treatment,seeContrasts,seeContrasts,2.866092694342635e-10,2.160707890469587e-9,RYK
lme,ENSG00000163785,median_cv_coverage,seeContrasts,seeContrasts,0.3584690145539482,0.502083879062222,RYK
lme,ENSG00000163788,Treatment,seeContrasts,seeContrasts,0.7024613074411563,0.7647930164313297,SNRK
lme,ENSG00000163788,median_cv_coverage,seeContrasts,seeContrasts,1.2052466452915553e-5,6.518822980840793e-5,SNRK
lme,ENSG00000163795,Treatment,seeContrasts,seeContrasts,0.19507849276657718,0.27681655525762205,ZNF513
lme,ENSG00000163795,median_cv_coverage,seeContrasts,seeContrasts,0.06376374039062271,0.12834237864021705,ZNF513
lme,ENSG00000163798,Treatment,seeContrasts,seeContrasts,0.9549524620434664,0.9656365656172793,SLC4A1AP
lme,ENSG00000163798,median_cv_coverage,seeContrasts,seeContrasts,0.00301479405488338,0.009183517623713121,SLC4A1AP
lme,ENSG00000163803,Treatment,seeContrasts,seeContrasts,0.14907698034578967,0.22168293861586844,PLB1
lme,ENSG00000163803,median_cv_coverage,seeContrasts,seeContrasts,0.290733033578971,0.4302838076982408,PLB1
lme,ENSG00000163806,Treatment,seeContrasts,seeContrasts,0.4189889350857645,0.5111086649086853,SPDYA
lme,ENSG00000163806,median_cv_coverage,seeContrasts,seeContrasts,0.7731526218114801,0.852407731851623,SPDYA
lme,ENSG00000163807,Treatment,seeContrasts,seeContrasts,2.311352816180848e-5,8.714550662950639e-5,KIAA1143
lme,ENSG00000163807,median_cv_coverage,seeContrasts,seeContrasts,0.035278149083817954,0.0781029251880713,KIAA1143
lme,ENSG00000163808,Treatment,seeContrasts,seeContrasts,0.16314436229825424,0.23937030496374728,KIF15
lme,ENSG00000163808,median_cv_coverage,seeContrasts,seeContrasts,0.6522808320473317,0.7619203403860262,KIF15
lme,ENSG00000163810,Treatment,seeContrasts,seeContrasts,0.5546776559038171,0.637472543346725,TGM4
lme,ENSG00000163810,median_cv_coverage,seeContrasts,seeContrasts,0.08897903010403836,0.16952801914779475,TGM4
lme,ENSG00000163811,Treatment,seeContrasts,seeContrasts,0.0073231271503688584,0.016596236441219183,WDR43
lme,ENSG00000163811,median_cv_coverage,seeContrasts,seeContrasts,0.01599135774943791,0.039654494517085845,WDR43
lme,ENSG00000163812,Treatment,seeContrasts,seeContrasts,0.1677970499212067,0.24453941118613237,ZDHHC3
lme,ENSG00000163812,median_cv_coverage,seeContrasts,seeContrasts,4.28775287542647e-11,6.706517698073634e-10,ZDHHC3
lme,ENSG00000163814,Treatment,seeContrasts,seeContrasts,0.2789255943571002,0.36995492616012615,CDCP1
lme,ENSG00000163814,median_cv_coverage,seeContrasts,seeContrasts,0.7093177441949526,0.8058793912512758,CDCP1
lme,ENSG00000163817,Treatment,seeContrasts,seeContrasts,1.788751583877406e-14,2.1904289025972208e-13,SLC6A20
lme,ENSG00000163817,median_cv_coverage,seeContrasts,seeContrasts,0.22295061418575768,0.35162357920412923,SLC6A20
lme,ENSG00000163818,Treatment,seeContrasts,seeContrasts,1.893629114280777e-12,1.850243140102231e-11,LZTFL1
lme,ENSG00000163818,median_cv_coverage,seeContrasts,seeContrasts,4.606995470799055e-4,0.0017114310358243943,LZTFL1
lme,ENSG00000163820,Treatment,seeContrasts,seeContrasts,3.4151336871774725e-9,2.28062684978724e-8,FYCO1
lme,ENSG00000163820,median_cv_coverage,seeContrasts,seeContrasts,1.2340988287844158e-4,5.271431275368877e-4,FYCO1
lme,ENSG00000163823,Treatment,seeContrasts,seeContrasts,0.0691064315759864,0.11610435224748791,CCR1
lme,ENSG00000163823,median_cv_coverage,seeContrasts,seeContrasts,0.08682754389701713,0.1662252666710617,CCR1
lme,ENSG00000163827,Treatment,seeContrasts,seeContrasts,0.02587169569488895,0.04995642915982016,LRRC2
lme,ENSG00000163827,median_cv_coverage,seeContrasts,seeContrasts,0.6788357920401313,0.7821978228165425,LRRC2
lme,ENSG00000163832,Treatment,seeContrasts,seeContrasts,0.6208303851501202,0.6948250852447029,ELP6
lme,ENSG00000163832,median_cv_coverage,seeContrasts,seeContrasts,7.403664216650841e-5,3.3476431692514193e-4,ELP6
lme,ENSG00000163833,Treatment,seeContrasts,seeContrasts,0.8125545188650714,0.8550178429309182,FBXO40
lme,ENSG00000163833,median_cv_coverage,seeContrasts,seeContrasts,0.823749425461655,0.8885618699913901,FBXO40
lme,ENSG00000163840,Treatment,seeContrasts,seeContrasts,3.931374809693248e-121,1.179931681090387e-118,DTX3L
lme,ENSG00000163840,median_cv_coverage,seeContrasts,seeContrasts,0.007412632712715823,0.020315773356507683,DTX3L
lme,ENSG00000163848,Treatment,seeContrasts,seeContrasts,0.018255223394819442,0.036996539500750776,ZNF148
lme,ENSG00000163848,median_cv_coverage,seeContrasts,seeContrasts,5.152118347887577e-16,1.8212165902188373e-14,ZNF148
lme,ENSG00000163864,Treatment,seeContrasts,seeContrasts,0.4404109541052158,0.5320587109403561,NMNAT3
lme,ENSG00000163864,median_cv_coverage,seeContrasts,seeContrasts,0.661758419282884,0.7689340581669384,NMNAT3
lme,ENSG00000163866,Treatment,seeContrasts,seeContrasts,0.0025369369523240504,0.006414728358070048,SMIM12
lme,ENSG00000163866,median_cv_coverage,seeContrasts,seeContrasts,4.122943820996401e-7,3.0208967001653498e-6,SMIM12
lme,ENSG00000163867,Treatment,seeContrasts,seeContrasts,0.5080534029167397,0.5940288368767889,ZMYM6
