model,gene,variable,statistic,estimate,pval,FDR,hgnc_symbol
lme,ENSG00000010310,Treatment,seeContrasts,seeContrasts,0.003735639193957583,0.009112530694415468,GIPR
lme,ENSG00000010310,median_cv_coverage,seeContrasts,seeContrasts,0.05441762339031768,0.11235996044519513,GIPR
lme,ENSG00000010318,Treatment,seeContrasts,seeContrasts,0.8889377538608443,0.9152318997193819,PHF7
lme,ENSG00000010318,median_cv_coverage,seeContrasts,seeContrasts,0.007084608694376556,0.019527789031614607,PHF7
lme,ENSG00000010319,Treatment,seeContrasts,seeContrasts,0.3850810203686691,0.47894641924364395,SEMA3G
lme,ENSG00000010319,median_cv_coverage,seeContrasts,seeContrasts,0.5323982011282101,0.6644326208493989,SEMA3G
lme,ENSG00000010322,Treatment,seeContrasts,seeContrasts,1.8806381567372858e-5,7.194639528431939e-5,NISCH
lme,ENSG00000010322,median_cv_coverage,seeContrasts,seeContrasts,0.0013233778135309173,0.004443007783840503,NISCH
lme,ENSG00000010327,Treatment,seeContrasts,seeContrasts,0.19497205107330803,0.27671488369228325,STAB1
lme,ENSG00000010327,median_cv_coverage,seeContrasts,seeContrasts,0.2263880213047905,0.35605638272644874,STAB1
lme,ENSG00000010361,Treatment,seeContrasts,seeContrasts,1.8423583589232666e-6,8.316229970315663e-6,FUZ
lme,ENSG00000010361,median_cv_coverage,seeContrasts,seeContrasts,1.415987488144979e-8,1.379308816529221e-7,FUZ
lme,ENSG00000010379,Treatment,seeContrasts,seeContrasts,0.09203470139790783,0.14820773386682728,SLC6A13
lme,ENSG00000010379,median_cv_coverage,seeContrasts,seeContrasts,0.9714777438756029,0.9836862921102202,SLC6A13
lme,ENSG00000010404,Treatment,seeContrasts,seeContrasts,3.897568718373021e-20,8.412296554024375e-19,IDS
lme,ENSG00000010404,median_cv_coverage,seeContrasts,seeContrasts,0.7924935865887068,0.8662861106285431,IDS
lme,ENSG00000010438,Treatment,seeContrasts,seeContrasts,0.04044104394425464,0.07349430892508381,PRSS3
lme,ENSG00000010438,median_cv_coverage,seeContrasts,seeContrasts,0.3197586879761455,0.46189624497244336,PRSS3
lme,ENSG00000010539,Treatment,seeContrasts,seeContrasts,5.095719810410271e-4,0.0014966324782901804,ZNF200
lme,ENSG00000010539,median_cv_coverage,seeContrasts,seeContrasts,1.7861422336683676e-6,1.154966037031005e-5,ZNF200
lme,ENSG00000010610,Treatment,seeContrasts,seeContrasts,7.226530141959005e-5,2.485457620932798e-4,CD4
lme,ENSG00000010610,median_cv_coverage,seeContrasts,seeContrasts,1.6303773864002105e-5,8.579031784805871e-5,CD4
lme,ENSG00000010626,Treatment,seeContrasts,seeContrasts,1.1350637174059824e-18,2.1019160131288664e-17,LRRC23
lme,ENSG00000010626,median_cv_coverage,seeContrasts,seeContrasts,4.082945581257898e-6,2.44163215643118e-5,LRRC23
lme,ENSG00000010671,Treatment,seeContrasts,seeContrasts,0.48617440419867985,0.5742612495424668,BTK
lme,ENSG00000010671,median_cv_coverage,seeContrasts,seeContrasts,0.2959842489780703,0.436100239269826,BTK
lme,ENSG00000010704,Treatment,seeContrasts,seeContrasts,0.15032632928403153,0.22320927097181828,HFE
lme,ENSG00000010704,median_cv_coverage,seeContrasts,seeContrasts,0.8310832559115339,0.8936930289850706,HFE
lme,ENSG00000010803,Treatment,seeContrasts,seeContrasts,0.2980481401774151,0.3901779084686151,SCMH1
lme,ENSG00000010803,median_cv_coverage,seeContrasts,seeContrasts,2.8714282974177703e-5,1.4202677216114575e-4,SCMH1
lme,ENSG00000010810,Treatment,seeContrasts,seeContrasts,0.04512973002356967,0.08069678681260371,FYN
lme,ENSG00000010810,median_cv_coverage,seeContrasts,seeContrasts,0.40911304034944246,0.5530907700591692,FYN
lme,ENSG00000010818,Treatment,seeContrasts,seeContrasts,0.40202242051881326,0.4948270927193115,HIVEP2
lme,ENSG00000010818,median_cv_coverage,seeContrasts,seeContrasts,0.18305949222998386,0.30137935654133235,HIVEP2
lme,ENSG00000010932,Treatment,seeContrasts,seeContrasts,0.9496454942692221,0.9614926406556245,FMO1
lme,ENSG00000010932,median_cv_coverage,seeContrasts,seeContrasts,0.17389853710053588,0.2897155456282179,FMO1
lme,ENSG00000011007,Treatment,seeContrasts,seeContrasts,2.412387278857719e-7,1.228749421863264e-6,ELOA
lme,ENSG00000011007,median_cv_coverage,seeContrasts,seeContrasts,0.181378880255969,0.29923188635466696,ELOA
lme,ENSG00000011009,Treatment,seeContrasts,seeContrasts,8.808988899111818e-9,5.507745516284848e-8,LYPLA2
lme,ENSG00000011009,median_cv_coverage,seeContrasts,seeContrasts,1.7421900083447768e-11,2.926400893636786e-10,LYPLA2
lme,ENSG00000011021,Treatment,seeContrasts,seeContrasts,0.8785228456579193,0.9076224528077237,CLCN6
lme,ENSG00000011021,median_cv_coverage,seeContrasts,seeContrasts,0.6974443773182397,0.7964855847513274,CLCN6
lme,ENSG00000011028,Treatment,seeContrasts,seeContrasts,0.787348631448932,0.8349013186093034,MRC2
lme,ENSG00000011028,median_cv_coverage,seeContrasts,seeContrasts,0.10282440758632008,0.19049940035821028,MRC2
lme,ENSG00000011083,Treatment,seeContrasts,seeContrasts,0.8859088907401638,0.9131181704790894,SLC6A7
lme,ENSG00000011083,median_cv_coverage,seeContrasts,seeContrasts,0.2811559818711368,0.4192302403097275,SLC6A7
lme,ENSG00000011105,Treatment,seeContrasts,seeContrasts,0.06229304246236551,0.10623945818042758,TSPAN9
lme,ENSG00000011105,median_cv_coverage,seeContrasts,seeContrasts,0.7271448404805294,0.8181279514446019,TSPAN9
lme,ENSG00000011114,Treatment,seeContrasts,seeContrasts,2.6860438786549667e-5,1.0003956913548244e-4,BTBD7
lme,ENSG00000011114,median_cv_coverage,seeContrasts,seeContrasts,0.0034011052614400443,0.010208292187202669,BTBD7
lme,ENSG00000011132,Treatment,seeContrasts,seeContrasts,0.7036384102922782,0.7657892852024678,APBA3
lme,ENSG00000011132,median_cv_coverage,seeContrasts,seeContrasts,8.912433363857938e-7,6.108146381684111e-6,APBA3
lme,ENSG00000011143,Treatment,seeContrasts,seeContrasts,3.5033307187401597e-6,1.5126895152822942e-5,MKS1
lme,ENSG00000011143,median_cv_coverage,seeContrasts,seeContrasts,1.4309202194550325e-7,1.1501590667443761e-6,MKS1
lme,ENSG00000011198,Treatment,seeContrasts,seeContrasts,0.07184475544248266,0.12008348479810566,ABHD5
lme,ENSG00000011198,median_cv_coverage,seeContrasts,seeContrasts,0.9806270340569088,0.9881050372223613,ABHD5
lme,ENSG00000011201,Treatment,seeContrasts,seeContrasts,6.63813849791303e-12,6.058110676207836e-11,ANOS1
lme,ENSG00000011201,median_cv_coverage,seeContrasts,seeContrasts,0.6114832464177477,0.728331261757178,ANOS1
lme,ENSG00000011243,Treatment,seeContrasts,seeContrasts,1.3192692597314027e-4,4.343948688583611e-4,AKAP8L
lme,ENSG00000011243,median_cv_coverage,seeContrasts,seeContrasts,3.8160061750336664e-4,0.001444922880891705,AKAP8L
lme,ENSG00000011258,Treatment,seeContrasts,seeContrasts,0.040065402280185305,0.07285326406846224,MBTD1
lme,ENSG00000011258,median_cv_coverage,seeContrasts,seeContrasts,0.45611559383206823,0.5973514532427721,MBTD1
lme,ENSG00000011260,Treatment,seeContrasts,seeContrasts,6.82447205333448e-6,2.8029144578464132e-5,UTP18
lme,ENSG00000011260,median_cv_coverage,seeContrasts,seeContrasts,2.1325502626238682e-14,5.889318928395464e-13,UTP18
lme,ENSG00000011275,Treatment,seeContrasts,seeContrasts,3.2121476814462544e-4,9.809106002834627e-4,RNF216
lme,ENSG00000011275,median_cv_coverage,seeContrasts,seeContrasts,0.031760116931696634,0.07148835149745272,RNF216
lme,ENSG00000011295,Treatment,seeContrasts,seeContrasts,0.06418982353081414,0.10898361862575093,TTC19
lme,ENSG00000011295,median_cv_coverage,seeContrasts,seeContrasts,2.780274372233592e-9,3.090553769330521e-8,TTC19
lme,ENSG00000011304,Treatment,seeContrasts,seeContrasts,0.9516841980651148,0.9630051233219964,PTBP1
lme,ENSG00000011304,median_cv_coverage,seeContrasts,seeContrasts,7.975309193467321e-12,1.4302507704676966e-10,PTBP1
lme,ENSG00000011332,Treatment,seeContrasts,seeContrasts,0.8079398399510501,0.851513882866319,DPF1
lme,ENSG00000011332,median_cv_coverage,seeContrasts,seeContrasts,0.005569773798895275,0.015809848647221115,DPF1
lme,ENSG00000011347,Treatment,seeContrasts,seeContrasts,0.4228892227261468,0.5147117465733455,SYT7
lme,ENSG00000011347,median_cv_coverage,seeContrasts,seeContrasts,0.4605644245452421,0.6015435012103758,SYT7
lme,ENSG00000011376,Treatment,seeContrasts,seeContrasts,0.5676468104518392,0.6483025426376656,LARS2
lme,ENSG00000011376,median_cv_coverage,seeContrasts,seeContrasts,1.4814777423387192e-5,7.863151967761764e-5,LARS2
lme,ENSG00000011405,Treatment,seeContrasts,seeContrasts,9.639613419621561e-8,5.197875615793904e-7,PIK3C2A
lme,ENSG00000011405,median_cv_coverage,seeContrasts,seeContrasts,1.0681541222407634e-15,3.6228417105509214e-14,PIK3C2A
lme,ENSG00000011422,Treatment,seeContrasts,seeContrasts,4.248962122178609e-12,3.957156936621495e-11,PLAUR
lme,ENSG00000011422,median_cv_coverage,seeContrasts,seeContrasts,0.11776418732545267,0.21292054191702384,PLAUR
lme,ENSG00000011426,Treatment,seeContrasts,seeContrasts,0.18118537407824253,0.26051846203223394,ANLN
lme,ENSG00000011426,median_cv_coverage,seeContrasts,seeContrasts,0.7756872952439026,0.8543140487048921,ANLN
lme,ENSG00000011451,Treatment,seeContrasts,seeContrasts,0.3985149324161407,0.4913893164702023,WIZ
lme,ENSG00000011451,median_cv_coverage,seeContrasts,seeContrasts,0.561152577933461,0.6872693299343674,WIZ
lme,ENSG00000011454,Treatment,seeContrasts,seeContrasts,1.9411766081543906e-5,7.404867219643139e-5,RABGAP1
lme,ENSG00000011454,median_cv_coverage,seeContrasts,seeContrasts,0.02732760438464155,0.06285428035663579,RABGAP1
lme,ENSG00000011465,Treatment,seeContrasts,seeContrasts,0.018078551154497472,0.03667587211001037,DCN
lme,ENSG00000011465,median_cv_coverage,seeContrasts,seeContrasts,0.9201017586177671,0.9523104088966635,DCN
lme,ENSG00000011478,Treatment,seeContrasts,seeContrasts,0.8534354726515989,0.887351987938361,QPCTL
lme,ENSG00000011478,median_cv_coverage,seeContrasts,seeContrasts,0.12712571359624547,0.2260691700587453,QPCTL
lme,ENSG00000011485,Treatment,seeContrasts,seeContrasts,0.18168672790167792,0.26105056279757843,PPP5C
lme,ENSG00000011485,median_cv_coverage,seeContrasts,seeContrasts,4.965001649694439e-29,9.750405091566597e-27,PPP5C
lme,ENSG00000011523,Treatment,seeContrasts,seeContrasts,1.7993319347984137e-17,2.9845644511823114e-16,CEP68
lme,ENSG00000011523,median_cv_coverage,seeContrasts,seeContrasts,0.5150831916246785,0.6511506261760917,CEP68
lme,ENSG00000011566,Treatment,seeContrasts,seeContrasts,0.05963388866978937,0.1024632649228903,MAP4K3
lme,ENSG00000011566,median_cv_coverage,seeContrasts,seeContrasts,7.336269164354259e-22,5.777130376108079e-20,MAP4K3
lme,ENSG00000011590,Treatment,seeContrasts,seeContrasts,4.7041174963462554e-4,0.0013908623980368009,ZBTB32
lme,ENSG00000011590,median_cv_coverage,seeContrasts,seeContrasts,0.5721773384677084,0.6966071415586499,ZBTB32
lme,ENSG00000011638,Treatment,seeContrasts,seeContrasts,0.011384869657450704,0.02447947034888731,LDAF1
lme,ENSG00000011638,median_cv_coverage,seeContrasts,seeContrasts,0.43944817753502835,0.5821370886117335,LDAF1
lme,ENSG00000011677,Treatment,seeContrasts,seeContrasts,0.07176710830424755,0.11997891663643362,GABRA3
lme,ENSG00000011677,median_cv_coverage,seeContrasts,seeContrasts,0.4256482036655789,0.5687346472665572,GABRA3
lme,ENSG00000012048,Treatment,seeContrasts,seeContrasts,0.03803672158680464,0.06968215251425791,BRCA1
lme,ENSG00000012048,median_cv_coverage,seeContrasts,seeContrasts,0.002721607788392419,0.008388416022080646,BRCA1
lme,ENSG00000012061,Treatment,seeContrasts,seeContrasts,4.4332272823453945e-6,1.8845362474684176e-5,ERCC1
lme,ENSG00000012061,median_cv_coverage,seeContrasts,seeContrasts,3.127554896345728e-7,2.336778569101526e-6,ERCC1
lme,ENSG00000012124,Treatment,seeContrasts,seeContrasts,0.5863637875833401,0.6649999122407094,CD22
lme,ENSG00000012124,median_cv_coverage,seeContrasts,seeContrasts,0.659481727915702,0.7677382791243467,CD22
lme,ENSG00000012171,Treatment,seeContrasts,seeContrasts,5.001570495171693e-4,0.0014708815283175473,SEMA3B
lme,ENSG00000012171,median_cv_coverage,seeContrasts,seeContrasts,0.5968323410530834,0.7170011365555017,SEMA3B
lme,ENSG00000012174,Treatment,seeContrasts,seeContrasts,0.004773051924380798,0.011337156482174909,MBTPS2
lme,ENSG00000012174,median_cv_coverage,seeContrasts,seeContrasts,0.017183940254339305,0.042072485397225697,MBTPS2
lme,ENSG00000012211,Treatment,seeContrasts,seeContrasts,0.008904428658114779,0.01968499199350425,PRICKLE3
lme,ENSG00000012211,median_cv_coverage,seeContrasts,seeContrasts,0.008245268097635802,0.022275387165267103,PRICKLE3
lme,ENSG00000012223,Treatment,seeContrasts,seeContrasts,7.218947253975176e-31,3.5662047816454385e-29,LTF
lme,ENSG00000012223,median_cv_coverage,seeContrasts,seeContrasts,0.8491367466782793,0.9062206125066347,LTF
lme,ENSG00000012232,Treatment,seeContrasts,seeContrasts,0.7427437010174907,0.7986766749195717,EXTL3
lme,ENSG00000012232,median_cv_coverage,seeContrasts,seeContrasts,7.1155183291252726e-6,4.0351711251834475e-5,EXTL3
lme,ENSG00000012660,Treatment,seeContrasts,seeContrasts,5.264033200612056e-6,2.2035520032141045e-5,ELOVL5
lme,ENSG00000012660,median_cv_coverage,seeContrasts,seeContrasts,0.09223696800091943,0.17456980084845575,ELOVL5
lme,ENSG00000012779,Treatment,seeContrasts,seeContrasts,4.3329095752350397e-23,1.2198865949250225e-21,ALOX5
lme,ENSG00000012779,median_cv_coverage,seeContrasts,seeContrasts,0.9738890771192825,0.9848476509686223,ALOX5
lme,ENSG00000012817,Treatment,seeContrasts,seeContrasts,0.034891625465931775,0.06473304015472088,KDM5D
lme,ENSG00000012817,median_cv_coverage,seeContrasts,seeContrasts,0.1713495748157437,0.2863687420250089,KDM5D
lme,ENSG00000012822,Treatment,seeContrasts,seeContrasts,2.817827773008363e-7,1.4180065291124336e-6,CALCOCO1
lme,ENSG00000012822,median_cv_coverage,seeContrasts,seeContrasts,7.690799581664174e-7,5.3409229747199285e-6,CALCOCO1
lme,ENSG00000012963,Treatment,seeContrasts,seeContrasts,2.4796096419192235e-4,7.730581663057018e-4,UBR7
lme,ENSG00000012963,median_cv_coverage,seeContrasts,seeContrasts,0.00466212786166793,0.013523460553991184,UBR7
lme,ENSG00000012983,Treatment,seeContrasts,seeContrasts,2.5874939773080663e-11,2.2152457856318305e-10,MAP4K5
lme,ENSG00000012983,median_cv_coverage,seeContrasts,seeContrasts,1.2900771061370125e-9,1.5371727735821316e-8,MAP4K5
lme,ENSG00000013016,Treatment,seeContrasts,seeContrasts,0.00619853423960031,0.014316434040490945,EHD3
lme,ENSG00000013016,median_cv_coverage,seeContrasts,seeContrasts,8.4781614361026e-4,0.0029705514014122117,EHD3
lme,ENSG00000013275,Treatment,seeContrasts,seeContrasts,2.4636812236797987e-8,1.4461172407776589e-7,PSMC4
lme,ENSG00000013275,median_cv_coverage,seeContrasts,seeContrasts,9.271345283262612e-5,4.0864308512291044e-4,PSMC4
lme,ENSG00000013288,Treatment,seeContrasts,seeContrasts,0.3527823941006186,0.4471481707536686,MAN2B2
lme,ENSG00000013288,median_cv_coverage,seeContrasts,seeContrasts,0.19908171807558386,0.3219266940559431,MAN2B2
lme,ENSG00000013293,Treatment,seeContrasts,seeContrasts,0.21994973969630874,0.3053535092816533,SLC7A14
lme,ENSG00000013293,median_cv_coverage,seeContrasts,seeContrasts,0.6403955445557488,0.7517912861437858,SLC7A14
lme,ENSG00000013297,Treatment,seeContrasts,seeContrasts,0.7039854524669462,0.7660245532222054,CLDN11
lme,ENSG00000013297,median_cv_coverage,seeContrasts,seeContrasts,0.3581295851618287,0.5017851943247784,CLDN11
lme,ENSG00000013306,Treatment,seeContrasts,seeContrasts,5.14376264242243e-4,0.0015090710504060052,SLC25A39
lme,ENSG00000013306,median_cv_coverage,seeContrasts,seeContrasts,1.7027904938931014e-10,2.4314441998525643e-9,SLC25A39
lme,ENSG00000013364,Treatment,seeContrasts,seeContrasts,1.393194819625012e-10,1.0976498264375962e-9,MVP
lme,ENSG00000013364,median_cv_coverage,seeContrasts,seeContrasts,3.2574155220454156e-5,1.5923696591633812e-4,MVP
lme,ENSG00000013374,Treatment,seeContrasts,seeContrasts,2.628893739187743e-52,2.9869866220899593e-50,NUB1
lme,ENSG00000013374,median_cv_coverage,seeContrasts,seeContrasts,7.265207531538987e-4,0.002590041600273211,NUB1
lme,ENSG00000013375,Treatment,seeContrasts,seeContrasts,0.8560814905324977,0.8894309695942425,PGM3
lme,ENSG00000013375,median_cv_coverage,seeContrasts,seeContrasts,2.284317832896772e-9,2.5717906969479768e-8,PGM3
lme,ENSG00000013392,Treatment,seeContrasts,seeContrasts,0.008045761861527306,0.018020829897397193,RWDD2A
lme,ENSG00000013392,median_cv_coverage,seeContrasts,seeContrasts,0.02644331112761328,0.06107648469681203,RWDD2A
lme,ENSG00000013441,Treatment,seeContrasts,seeContrasts,0.7039990534705112,0.7660245532222054,CLK1
lme,ENSG00000013441,median_cv_coverage,seeContrasts,seeContrasts,1.2775525033250858e-7,1.0363094171541122e-6,CLK1
lme,ENSG00000013503,Treatment,seeContrasts,seeContrasts,0.014830640210591843,0.030813870667435274,POLR3B
lme,ENSG00000013503,median_cv_coverage,seeContrasts,seeContrasts,0.08140539969140992,0.1576840225057667,POLR3B
lme,ENSG00000013523,Treatment,seeContrasts,seeContrasts,4.7527768492281876e-5,1.6868010116169742e-4,ANGEL1
lme,ENSG00000013523,median_cv_coverage,seeContrasts,seeContrasts,0.003506305609665156,0.01048398558889918,ANGEL1
lme,ENSG00000013561,Treatment,seeContrasts,seeContrasts,0.8999748666935381,0.9231895404974599,RNF14
lme,ENSG00000013561,median_cv_coverage,seeContrasts,seeContrasts,2.9112339111797717e-9,3.214944565356579e-8,RNF14
lme,ENSG00000013563,Treatment,seeContrasts,seeContrasts,0.16068321959733936,0.2364028832903142,DNASE1L1
lme,ENSG00000013563,median_cv_coverage,seeContrasts,seeContrasts,0.07468965253753755,0.1467319134141793,DNASE1L1
lme,ENSG00000013573,Treatment,seeContrasts,seeContrasts,0.34336448444637935,0.43772229957433534,DDX11
lme,ENSG00000013573,median_cv_coverage,seeContrasts,seeContrasts,0.37284428862201746,0.5167582207118961,DDX11
lme,ENSG00000013583,Treatment,seeContrasts,seeContrasts,0.34836297363703744,0.44267533325166597,HEBP1
lme,ENSG00000013583,median_cv_coverage,seeContrasts,seeContrasts,0.0012264321506901615,0.004143767251705267,HEBP1
lme,ENSG00000013588,Treatment,seeContrasts,seeContrasts,2.592003510714075e-6,1.1421329596933184e-5,GPRC5A
lme,ENSG00000013588,median_cv_coverage,seeContrasts,seeContrasts,0.6339226534758893,0.747114740226789,GPRC5A
lme,ENSG00000013619,Treatment,seeContrasts,seeContrasts,0.018727163500428416,0.03784690506940856,MAMLD1
lme,ENSG00000013619,median_cv_coverage,seeContrasts,seeContrasts,0.9484163940268309,0.9705023853190606,MAMLD1
lme,ENSG00000013725,Treatment,seeContrasts,seeContrasts,0.5667080776327406,0.6474163595880498,CD6
lme,ENSG00000013725,median_cv_coverage,seeContrasts,seeContrasts,0.010718348527068444,0.02799618555337894,CD6
lme,ENSG00000013810,Treatment,seeContrasts,seeContrasts,0.08059075072451052,0.13217414906431477,TACC3
lme,ENSG00000013810,median_cv_coverage,seeContrasts,seeContrasts,4.250214968573565e-4,0.0015926541697314416,TACC3
lme,ENSG00000014123,Treatment,seeContrasts,seeContrasts,9.719420000899948e-4,0.0026888141557272253,UFL1
lme,ENSG00000014123,median_cv_coverage,seeContrasts,seeContrasts,1.16772043633584e-10,1.705686775095887e-9,UFL1
lme,ENSG00000014138,Treatment,seeContrasts,seeContrasts,4.409373476436948e-12,4.099351483908973e-11,POLA2
lme,ENSG00000014138,median_cv_coverage,seeContrasts,seeContrasts,0.42108044164437564,0.5647185385074684,POLA2
lme,ENSG00000014164,Treatment,seeContrasts,seeContrasts,0.04924681064093359,0.0870990679192051,ZC3H3
lme,ENSG00000014164,median_cv_coverage,seeContrasts,seeContrasts,2.1622514458214109e-7,1.675349914694651e-6,ZC3H3
lme,ENSG00000014216,Treatment,seeContrasts,seeContrasts,4.596214601497301e-4,0.0013622505248000294,CAPN1
lme,ENSG00000014216,median_cv_coverage,seeContrasts,seeContrasts,4.981617933745632e-9,5.265288802132343e-8,CAPN1
lme,ENSG00000014257,Treatment,seeContrasts,seeContrasts,1.354929758484714e-7,7.160421152231343e-7,ACP3
lme,ENSG00000014257,median_cv_coverage,seeContrasts,seeContrasts,0.7574013937134815,0.8400465007994224,ACP3
lme,ENSG00000014641,Treatment,seeContrasts,seeContrasts,6.081796963143972e-7,2.9333882441701383e-6,MDH1
lme,ENSG00000014641,median_cv_coverage,seeContrasts,seeContrasts,0.011961890166822727,0.030824200045949962,MDH1
lme,ENSG00000014824,Treatment,seeContrasts,seeContrasts,4.205056505493072e-18,7.374843862500362e-17,SLC30A9
lme,ENSG00000014824,median_cv_coverage,seeContrasts,seeContrasts,1.5766550081847092e-15,5.203288633857712e-14,SLC30A9
lme,ENSG00000014914,Treatment,seeContrasts,seeContrasts,1.3627792351500184e-7,7.199511555473712e-7,MTMR11
lme,ENSG00000014914,median_cv_coverage,seeContrasts,seeContrasts,0.37125892970380353,0.5152343216540222,MTMR11
lme,ENSG00000014919,Treatment,seeContrasts,seeContrasts,0.12549058984809178,0.1921434991542589,COX15
lme,ENSG00000014919,median_cv_coverage,seeContrasts,seeContrasts,0.6302492496873506,0.7442742995379871,COX15
lme,ENSG00000015133,Treatment,seeContrasts,seeContrasts,0.7629722214228889,0.8149197022879133,CCDC88C
lme,ENSG00000015133,median_cv_coverage,seeContrasts,seeContrasts,2.6693736705527934e-7,2.0210246062581285e-6,CCDC88C
lme,ENSG00000015153,Treatment,seeContrasts,seeContrasts,2.629142181750897e-8,1.5358709028685832e-7,YAF2
lme,ENSG00000015153,median_cv_coverage,seeContrasts,seeContrasts,0.24959315090312104,0.38330548864799635,YAF2
lme,ENSG00000015171,Treatment,seeContrasts,seeContrasts,1.0242925790943135e-6,4.7655519320424815e-6,ZMYND11
lme,ENSG00000015171,median_cv_coverage,seeContrasts,seeContrasts,5.960488729597479e-7,4.234635740138772e-6,ZMYND11
lme,ENSG00000015413,Treatment,seeContrasts,seeContrasts,0.00420909812440734,0.010132282667213614,DPEP1
lme,ENSG00000015413,median_cv_coverage,seeContrasts,seeContrasts,0.7152714389254347,0.809348611394714,DPEP1
lme,ENSG00000015475,Treatment,seeContrasts,seeContrasts,1.508980480580865e-13,1.6657427137126872e-12,BID
lme,ENSG00000015475,median_cv_coverage,seeContrasts,seeContrasts,0.16690119023240355,0.28011154600409827,BID
lme,ENSG00000015479,Treatment,seeContrasts,seeContrasts,0.6349462754975324,0.7078049826924886,MATR3
lme,ENSG00000015479,median_cv_coverage,seeContrasts,seeContrasts,0.834910189756535,0.896177091255872,MATR3
lme,ENSG00000015520,Treatment,seeContrasts,seeContrasts,1.7512647356080387e-6,7.92753789109763e-6,NPC1L1
lme,ENSG00000015520,median_cv_coverage,seeContrasts,seeContrasts,0.018663863338294805,0.045181262231358314,NPC1L1
lme,ENSG00000015532,Treatment,seeContrasts,seeContrasts,1.5729116140760983e-11,1.3815739947602703e-10,XYLT2
lme,ENSG00000015532,median_cv_coverage,seeContrasts,seeContrasts,0.0016386081952212154,0.0053709747705303675,XYLT2
lme,ENSG00000015676,Treatment,seeContrasts,seeContrasts,3.5330517764728423e-20,7.677630410977254e-19,NUDCD3
lme,ENSG00000015676,median_cv_coverage,seeContrasts,seeContrasts,4.6938570653437426e-9,4.9743627140854706e-8,NUDCD3
lme,ENSG00000016082,Treatment,seeContrasts,seeContrasts,0.13125841459103663,0.19940097420491068,ISL1
lme,ENSG00000016082,median_cv_coverage,seeContrasts,seeContrasts,0.8596582204027313,0.9132329281505096,ISL1
lme,ENSG00000016391,Treatment,seeContrasts,seeContrasts,0.01572430552147074,0.032458672194398526,CHDH
lme,ENSG00000016391,median_cv_coverage,seeContrasts,seeContrasts,0.08452138356653163,0.16259301588980757,CHDH
lme,ENSG00000016402,Treatment,seeContrasts,seeContrasts,1.0744644090736571e-4,3.598969331466554e-4,IL20RA
lme,ENSG00000016402,median_cv_coverage,seeContrasts,seeContrasts,0.13038906078449752,0.2307117675082316,IL20RA
lme,ENSG00000016490,Treatment,seeContrasts,seeContrasts,0.9371614227252923,0.9516232560907336,CLCA1
lme,ENSG00000016490,median_cv_coverage,seeContrasts,seeContrasts,0.6491736679775232,0.7591828802027982,CLCA1
lme,ENSG00000016602,Treatment,seeContrasts,seeContrasts,3.221727765731088e-7,1.6110664435549957e-6,CLCA4
lme,ENSG00000016602,median_cv_coverage,seeContrasts,seeContrasts,0.13385066900672835,0.23513667497405055,CLCA4
lme,ENSG00000016864,Treatment,seeContrasts,seeContrasts,3.295836121744534e-7,1.6445064362794952e-6,GLT8D1
lme,ENSG00000016864,median_cv_coverage,seeContrasts,seeContrasts,2.786401179353125e-4,0.0010922445431239564,GLT8D1
lme,ENSG00000017260,Treatment,seeContrasts,seeContrasts,6.795803982733893e-8,3.748295906842858e-7,ATP2C1
lme,ENSG00000017260,median_cv_coverage,seeContrasts,seeContrasts,3.888280434531554e-4,0.0014701896095101836,ATP2C1
lme,ENSG00000017427,Treatment,seeContrasts,seeContrasts,0.7309943594720573,0.7889224015280558,IGF1
lme,ENSG00000017427,median_cv_coverage,seeContrasts,seeContrasts,0.4366418821392973,0.579432920596463,IGF1
lme,ENSG00000017483,Treatment,seeContrasts,seeContrasts,1.2319527752829056e-15,1.707027247075364e-14,SLC38A5
lme,ENSG00000017483,median_cv_coverage,seeContrasts,seeContrasts,0.7418857293769515,0.8292584004777717,SLC38A5
lme,ENSG00000017797,Treatment,seeContrasts,seeContrasts,0.007382471676426077,0.016716438000983574,RALBP1
lme,ENSG00000017797,median_cv_coverage,seeContrasts,seeContrasts,0.03510456458772019,0.07776670830743714,RALBP1
lme,ENSG00000018189,Treatment,seeContrasts,seeContrasts,1.6714834453314956e-4,5.403025231637493e-4,RUFY3
lme,ENSG00000018189,median_cv_coverage,seeContrasts,seeContrasts,1.0007309101014224e-4,4.373249062358057e-4,RUFY3
lme,ENSG00000018236,Treatment,seeContrasts,seeContrasts,3.044667205163574e-16,4.496891479344194e-15,CNTN1
lme,ENSG00000018236,median_cv_coverage,seeContrasts,seeContrasts,0.7012904942524232,0.7999078620198815,CNTN1
lme,ENSG00000018280,Treatment,seeContrasts,seeContrasts,0.25160828345614644,0.34016088432236286,SLC11A1
lme,ENSG00000018280,median_cv_coverage,seeContrasts,seeContrasts,0.9218428128043298,0.9535540137390085,SLC11A1
lme,ENSG00000018408,Treatment,seeContrasts,seeContrasts,0.003107876277100195,0.00770766884001135,WWTR1
lme,ENSG00000018408,median_cv_coverage,seeContrasts,seeContrasts,0.9830911878369685,0.9894357181222814,WWTR1
lme,ENSG00000018510,Treatment,seeContrasts,seeContrasts,0.004760581453146877,0.011310913991815887,AGPS
lme,ENSG00000018510,median_cv_coverage,seeContrasts,seeContrasts,1.9861143889734565e-6,1.2754590870165835e-5,AGPS
