model,gene,variable,df,statistic,contrast_ref,contrast_lvl,estimate,pval,FDR,std.error,hgnc_symbol
lme.contrast,module_01,Treatment,32.76497938802119,-0.328495072333737,(CXCL10 + RV16),(IFNb + RV16),0.0155270079297596,0.7446276588189278,0.8426049823477341,0.04726709542231696,NA
lme.contrast,module_02,Treatment,33.81858808838694,-8.31494541091052,(None + None),(None + RV16),0.556894288703144,1.0945237537605918e-9,9.412904282341089e-9,0.06697509859444303,NA
lme.contrast,module_02,Treatment,33.05796433754942,-8.14869472996004,(None + None),(CXCL10 + RV16),0.537018861933115,2.059817385439431e-9,2.214303689347388e-8,0.06590243955988126,NA
lme.contrast,module_02,Treatment,32.29673587672548,-4.34940679325365,(None + None),(IFNb + RV16),0.282171220147352,1.280365399258778e-4,3.238571304007497e-4,0.06487579423130227,NA
lme.contrast,module_02,Treatment,32.30651682902625,0.306300191944585,(None + RV16),(CXCL10 + RV16),-0.0198754267700294,0.761341442658647,0.9343293502360811,0.06488871797254765,NA
lme.contrast,module_02,Treatment,33.08260058492861,4.16648515774125,(None + RV16),(IFNb + RV16),-0.274723068555792,2.084848329876703e-4,0.0022412119546174557,0.06593640878459914,NA
lme.contrast,module_02,Treatment,32.53069271737648,3.90949967751321,(CXCL10 + RV16),(IFNb + RV16),-0.254847641785763,4.4231563506425664e-4,0.004213417965724405,0.06518676628920163,NA
lme.contrast,module_03,Treatment,33.802880294997294,-1.48795044670579,(None + None),(None + RV16),0.0403153330067072,0.14603422792097542,0.16524925791057746,0.027094540074209052,NA
lme.contrast,module_03,Treatment,33.242772751955826,-0.580329239876709,(None + None),(CXCL10 + RV16),0.0156301733644663,0.5656059896706758,0.5790727989485489,0.02693328595296509,NA
lme.contrast,module_03,Treatment,32.701883115606186,-2.49446249434285,(None + None),(IFNb + RV16),0.0668029512817264,0.01784810349849238,0.026464429325350772,0.026780499379416463,NA
lme.contrast,module_03,Treatment,32.70871635073726,0.921692884167835,(None + RV16),(CXCL10 + RV16),-0.024685159642241,0.3634376172304443,0.9343293502360811,0.026782413172830703,NA
lme.contrast,module_03,Treatment,33.26059581761443,-0.983267394174559,(None + RV16),(IFNb + RV16),0.0264876182750192,0.33257469459689326,0.42060917257842384,0.026938367357594774,NA
lme.contrast,module_03,Treatment,32.86614452260403,-1.90753750439301,(CXCL10 + RV16),(IFNb + RV16),0.0511727779172602,0.06522131661341839,0.11685485893237461,0.026826616933827294,NA
lme.contrast,module_04,Treatment,33.984945580327185,-1.42799619355547,(None + None),(None + RV16),0.122988926789873,0.16241873185807224,0.17907706333069504,0.08612692901067964,NA
lme.contrast,module_04,Treatment,33.19249595650596,-1.31562970094383,(None + None),(CXCL10 + RV16),0.111828223182212,0.19731367098981079,0.22327599612004903,0.08499977090969202,NA
lme.contrast,module_04,Treatment,32.407245515609105,0.0190920732319665,(None + None),(IFNb + RV16),-0.00160228626245824,0.9848847199385967,0.9848847199385967,0.0839241628182883,NA
lme.contrast,module_04,Treatment,32.41728487760766,0.132964161183047,(None + RV16),(CXCL10 + RV16),-0.0111607036076604,0.8950436792073436,0.9343293502360811,0.08393768296929158,NA
lme.contrast,module_04,Treatment,33.21804138676714,1.46516853018119,(None + RV16),(IFNb + RV16),-0.124591213052331,0.1522767154329774,0.21078479909503667,0.08503541434712848,NA
lme.contrast,module_04,Treatment,32.647742910438794,1.34636213801173,(CXCL10 + RV16),(IFNb + RV16),-0.113430509444671,0.18745968563886833,0.2686922160823779,0.08424962812173402,NA
lme.contrast,module_05,Treatment,33.80214898853998,3.83112447709869,(None + None),(None + RV16),-0.0898993262373427,5.27406308596893e-4,8.722488949871691e-4,0.023465519529509888,NA
lme.contrast,module_05,Treatment,33.046500370714284,2.2207219121446,(None + None),(CXCL10 + RV16),-0.0512660143762507,0.033337398827747035,0.04216200439979772,0.0230852922627949,NA
lme.contrast,module_05,Treatment,32.289766333771084,2.233885526273,(None + None),(IFNb + RV16),-0.0507567963901214,0.032539712166606345,0.0466402541054691,0.022721305900935636,NA
lme.contrast,module_05,Treatment,32.29949277069122,-1.69996927402637,(None + RV16),(CXCL10 + RV16),0.038633311861092,0.09874867337808542,0.9343293502360811,0.022725888315374677,NA
lme.contrast,module_05,Treatment,33.07098284566577,-1.69467735876119,(None + RV16),(IFNb + RV16),0.0391425298472213,0.09953489062651652,0.14337174099159825,0.023097334513181036,NA
lme.contrast,module_05,Treatment,32.52239576328567,-0.0223032447422793,(CXCL10 + RV16),(IFNb + RV16),5.09217986129372e-4,0.9823423420575719,0.9845609859617925,0.02283156518316228,NA
lme.contrast,module_06,Treatment,33.026313777388374,-4.6372535542326,(None + None),(None + RV16),0.173296219224463,5.3416540922440606e-5,9.570463581937276e-5,0.03737044291362695,NA
lme.contrast,module_06,Treatment,32.57259958939731,-4.20236854338376,(None + None),(CXCL10 + RV16),0.153733552871385,1.924868537692559e-4,3.183436427722309e-4,0.03658259652486308,NA
lme.contrast,module_06,Treatment,32.10979634424413,-2.0505843871572,(None + None),(IFNb + RV16),0.0734613970315398,0.04854383565633767,0.06523077916320374,0.03582461540799213,NA
lme.contrast,module_06,Treatment,32.11580395130778,0.545921944925153,(None + RV16),(CXCL10 + RV16),-0.0195626663530781,0.5888920091835299,0.9343293502360811,0.03583418203816695,NA
lme.contrast,module_06,Treatment,32.58742436996288,2.72716040019969,(None + RV16),(IFNb + RV16),-0.099834822192923,0.010204272808580842,0.022804424555087098,0.036607609213456224,NA
lme.contrast,module_06,Treatment,32.25304624501372,2.2264035693421,(CXCL10 + RV16),(IFNb + RV16),-0.080272155839845,0.03309380034798635,0.0646833370437915,0.036054629513356876,NA
lme.contrast,module_07,Treatment,33.94662994675568,3.7911340361839,(None + None),(None + RV16),-0.0942335254815824,5.876906222022593e-4,9.3595173165545e-4,0.02485628959097326,NA
lme.contrast,module_07,Treatment,33.155820316397026,4.37391802282164,(None + None),(CXCL10 + RV16),-0.107189294013267,1.1420501938829637e-4,1.9643263334786975e-4,0.024506470732644985,NA
lme.contrast,module_07,Treatment,32.36956873789198,0.546164475876937,(None + None),(IFNb + RV16),-0.0132020611754998,0.5886978065847734,0.6490770687985964,0.024172317605062433,NA
lme.contrast,module_07,Treatment,32.379637509170806,0.535882276689112,(None + RV16),(CXCL10 + RV16),-0.0129557685316845,0.5957022133197549,0.9343293502360811,0.02417651990980224,NA
