model,gene,variable,df,statistic,contrast_ref,contrast_lvl,estimate,pval,FDR,std.error,hgnc_symbol
lme.contrast,module_07,Treatment,33.18135422995414,-3.30504080513211,(None + RV16),(IFNb + RV16),0.0810314643060826,0.002285515396475428,0.008934287458949402,0.02451753823440121,NA
lme.contrast,module_07,Treatment,32.61065218193346,-3.87201578754531,(CXCL10 + RV16),(IFNb + RV16),0.0939872328377671,4.89932321595861e-4,0.004213417965724405,0.024273463228142184,NA
lme.contrast,module_08,Treatment,33.40191032387205,-3.48741699440219,(None + None),(None + RV16),0.0413120594957963,0.001388217463415209,0.001989778364228466,0.011846033772877816,NA
lme.contrast,module_08,Treatment,32.79255033884998,-5.85256598303494,(None + None),(CXCL10 + RV16),0.0679910227947799,1.5232475132478139e-6,3.638869059425333e-6,0.011617301366933433,NA
lme.contrast,module_08,Treatment,32.17551486826372,-6.81012963982758,(None + None),(IFNb + RV16),0.0776194180823919,1.0340718071581542e-7,7.410847951300106e-7,0.011397641775929106,NA
lme.contrast,module_08,Treatment,32.183492731485195,-2.34017544793149,(None + RV16),(CXCL10 + RV16),0.0266789632989836,0.025634976036751335,0.9343293502360811,0.011400411589894027,NA
lme.contrast,module_08,Treatment,32.812394480839046,-3.1233327224621,(None + RV16),(IFNb + RV16),0.0363073585865956,0.0037227594328362204,0.013339887967663123,0.011624556783682877,NA
lme.contrast,module_08,Treatment,32.36597879006299,-0.839862217735319,(CXCL10 + RV16),(IFNb + RV16),0.009628395287612,0.4071469495961727,0.5305248131101644,0.011464255784210519,NA
lme.contrast,module_09,Treatment,34.013079314678215,-15.4264775358086,(None + None),(None + RV16),2.14407011330734,6.381497152260122e-17,2.7440437754718524e-15,0.13898636991694527,NA
lme.contrast,module_09,Treatment,33.23924839550714,-15.1541096214191,(None + None),(CXCL10 + RV16),2.08242276513546,1.7340932166765456e-16,7.456600831709146e-15,0.13741637200460358,NA
lme.contrast,module_09,Treatment,32.47715738163677,-11.2399332825164,(None + None),(IFNb + RV16),1.52774157863957,9.906273184455938e-13,4.259697469316053e-11,0.13592087606213446,NA
lme.contrast,module_09,Treatment,32.48687184991222,0.453490536593187,(None + RV16),(CXCL10 + RV16),-0.0616473481718747,0.653210377524928,0.9343293502360811,0.13593965738512576,NA
lme.contrast,module_09,Treatment,33.26411814496071,4.48349879612494,(None + RV16),(IFNb + RV16),-0.616328534667772,8.257381226820396e-5,0.0012348668351794758,0.13746597527816018,NA
lme.contrast,module_09,Treatment,32.71007494205166,4.06737944065424,(CXCL10 + RV16),(IFNb + RV16),-0.554681186495898,2.811249300160612e-4,0.004213417965724405,0.13637311064508825,NA
lme.contrast,module_10,Treatment,33.61857570412302,6.41329455854799,(None + None),(None + RV16),-0.171439406678864,2.644908570491108e-7,6.318392696173202e-7,0.02673187783810119,NA
lme.contrast,module_10,Treatment,32.92574382984823,6.34063399321805,(None + None),(CXCL10 + RV16),-0.166465940659633,3.587569889781452e-7,9.07444148591779e-7,0.02625383216215994,NA
lme.contrast,module_10,Treatment,32.22785542327938,3.91924813925464,(None + None),(IFNb + RV16),-0.101098651160623,4.353527441229917e-4,8.914365712994591e-4,0.025795419827602396,NA
lme.contrast,module_10,Treatment,32.236853172186954,-0.192761065227194,(None + RV16),(CXCL10 + RV16),0.00497346601923138,0.8483553768654917,0.9343293502360811,0.025801195969577646,NA
lme.contrast,module_10,Treatment,32.94825209296905,-2.67771119964438,(None + RV16),(IFNb + RV16),0.0703407555182409,0.011467956777746775,0.02348200673538625,0.026268985067389877,NA
lme.contrast,module_10,Treatment,32.442854864099615,-2.52048916355866,(CXCL10 + RV16),(IFNb + RV16),0.0653672894990095,0.01682667673942919,0.04522169373721595,0.025934366409541738,NA
lme.contrast,module_11,Treatment,32.696984238439995,3.65193840674987,(None + None),(None + RV16),-0.0815872080496628,9.011241206439367e-4,0.001336149558196182,0.02234079520587351,NA
lme.contrast,module_11,Treatment,32.38581875825045,3.34959435557582,(None + None),(CXCL10 + RV16),-0.0731703243548227,0.002066218107831678,0.0030637027116124883,0.02184453297546955,NA
lme.contrast,module_11,Treatment,32.066651559198746,3.26597982418393,(None + None),(IFNb + RV16),-0.0697826326546038,0.0025993829649919274,0.004657227812277204,0.021366522884764125,NA
lme.contrast,module_11,Treatment,32.07080705596034,-0.393817300468496,(None + RV16),(CXCL10 + RV16),0.00841688369484006,0.6963222081081022,0.9343293502360811,0.02137255952145095,NA
lme.contrast,module_11,Treatment,32.39601175589376,-0.540000679211006,(None + RV16),(IFNb + RV16),0.0118045753950589,0.5928895887169414,0.6890338463467156,0.02186029730982292,NA
lme.contrast,module_11,Treatment,32.16564700323775,-0.157481808343527,(CXCL10 + RV16),(IFNb + RV16),0.00338769170021885,0.8758495798665654,0.918573949616154,0.021511638301923888,NA
lme.contrast,module_12,Treatment,33.794922733593786,2.81522745576027,(None + None),(None + RV16),-0.056463046911542,0.008072934339221596,0.010519278078379655,0.020056300174258506,NA
lme.contrast,module_12,Treatment,33.04150799051863,2.78008396939269,(None + None),(CXCL10 + RV16),-0.0548502559515282,0.008901010512774716,0.011960732876541024,0.019729711963883723,NA
lme.contrast,module_12,Treatment,32.286805012395085,0.0274251343023099,(None + None),(IFNb + RV16),-5.3251515121981e-4,0.9782894687352125,0.9848847199385967,0.019417048075310916,NA
lme.contrast,module_12,Treatment,32.296506721628205,-0.0830437281902263,(None + RV16),(CXCL10 + RV16),0.0016127909600137,0.9343293502360811,0.9343293502360811,0.019420984524193344,NA
lme.contrast,module_12,Treatment,33.06592121664268,-2.83335226073713,(None + RV16),(IFNb + RV16),0.0559305317603221,0.007789940785674059,0.01970396786964615,0.01974005581140526,NA
lme.contrast,module_12,Treatment,32.51883303448458,-2.78384581330653,(CXCL10 + RV16),(IFNb + RV16),0.0543177408003084,0.008879675785139922,0.031818838230084724,0.019511763381676754,NA
lme.contrast,module_13,Treatment,33.80817609663654,-3.09652637643816,(None + None),(None + RV16),0.0646057810158712,0.003921300883547803,0.0052692480622673595,0.020863953075763962,NA
lme.contrast,module_13,Treatment,33.243932463662624,-2.85175953506707,(None + None),(CXCL10 + RV16),0.0591409271130543,0.007419440417123409,0.010468514470148965,0.020738399007987674,NA
lme.contrast,module_13,Treatment,32.69890830807586,-3.55994949431217,(None + None),(IFNb + RV16),0.0734041296614176,0.0011601829610269866,0.002267630332916383,0.02061943007301015,NA
lme.contrast,module_13,Treatment,32.70579456994864,0.265015034194574,(None + RV16),(CXCL10 + RV16),-0.00546485390281681,0.792661064364828,0.9343293502360811,0.02062092031656027,NA
lme.contrast,module_13,Treatment,33.261889511891894,-0.424173070245929,(None + RV16),(IFNb + RV16),0.00879834864554642,0.6741705183268606,0.743316212514231,0.02074235556831855,NA
lme.contrast,module_13,Treatment,32.864438932661884,-0.690533391574053,(CXCL10 + RV16),(IFNb + RV16),0.0142632025483632,0.49470724551127254,0.625659163440727,0.020655340816829466,NA
lme.contrast,module_14,Treatment,33.680933478079154,-0.465507913775541,(None + None),(None + RV16),0.0153658794337219,0.6445639070285012,0.6599106667196559,0.03300884685094972,NA
lme.contrast,module_14,Treatment,32.96561488796907,-0.36494251487441,(None + None),(CXCL10 + RV16),0.0118369706286102,0.7174852566262221,0.7174852566262221,0.03243516484420483,NA
lme.contrast,module_14,Treatment,32.246354428648175,-1.43988537655663,(None + None),(IFNb + RV16),0.0459112164559587,0.15953836194324988,0.20788332010787106,0.03188532726525188,NA
lme.contrast,module_14,Treatment,32.255618952719644,0.110650970245192,(None + RV16),(CXCL10 + RV16),-0.00352890880511178,0.9125787599826851,0.9343293502360811,0.03189225360873077,NA
lme.contrast,module_14,Treatment,32.988834615156215,-0.941207673868847,(None + RV16),(IFNb + RV16),0.0305453370222368,0.3534401085644099,0.43422641909341786,0.03245334464463059,NA
lme.contrast,module_14,Treatment,32.46779245321918,-1.06309414808674,(CXCL10 + RV16),(IFNb + RV16),0.0340742458273485,0.29558263475592894,0.39718916545327954,0.032051955030203215,NA
