variable,estimate,Std. Error,df,t value,pval,gene,FDR
median_cv_coverage,-0.4243013787281456,0.5043145263043611,23.517672929638785,-0.8413427664625183,0.40862976079165525,module_01,0.4285629198546628
median_cv_coverage,1.0871448830663082,1.3229624492128427,24.46298631397864,0.8217503707026266,0.41915631320398106,module_09,0.4291362254231234
TreatmentIFNb + RV16,-0.4241573388544015,0.4216125840526135,19.40412754188091,-1.0060357657670636,0.3267798668247306,module_21,0.4845356646021868
log10viral_load,-0.057838861227180724,0.09423116011049036,28.691781375231503,-0.6137976138610838,0.5441853060549203,module_00,0.5849992040090394
TreatmentIFNb + RV16,0.38911310177085384,0.47297010952845503,18.029012434428267,0.8227012530639505,0.4214265422022244,module_06,0.5877888063659519
TreatmentIFNb + RV16,-0.48849238335428735,0.5983657305427408,20.314062814212356,-0.8163776072389807,0.4237547208684769,module_40,0.5877888063659519
log10viral_load,-0.059930314840379445,0.10229448174517211,22.21256738904639,-0.5858606820030926,0.5638751593317415,module_37,0.5913812646649972
TreatmentIFNb + RV16:log10viral_load,0.12857608186040084,0.16249424662375145,20.391162697702402,0.7912654418966187,0.43789670247143353,module_40,0.6276519402090547
TreatmentIFNb + RV16,0.4080332719030909,0.5542805616832156,16.664976516481616,0.7361493440505885,0.4718756387847819,module_37,0.6340828896170506
log10viral_load,0.03547045643213682,0.07514846546741759,28.999999999068287,0.4720050663910879,0.6404555734180749,module_03,0.6557045156423147
TreatmentIFNb + RV16:log10viral_load,-0.108312846177745,0.1506293895929986,16.71795036024417,-0.7190684797329849,0.48202973934020443,module_37,0.6686218965041546
TreatmentIFNb + RV16:log10viral_load,-0.08741925745169075,0.12859602884345156,18.054221815017268,-0.6797974885998385,0.5052564793424683,module_06,0.6789383941164417
log10viral_load,-0.030360481005217096,0.0756033119986734,25.5615839595107,-0.40157607124076555,0.6913337801893248,module_21,0.6913337801893248
TreatmentCXCL10 + RV16,0.465983722450454,0.1789947672712444,19.608657685835528,2.603337122946803,0.017176413016423087,module_19,0.7385857597061927
TreatmentIFNb + RV16:log10viral_load,0.06302178001032664,0.1098506783442976,19.418868387946798,0.5737040586385976,0.5727534391644156,module_10,0.7463150873960567
TreatmentCXCL10 + RV16:log10viral_load,-0.11367607580456449,0.043891803084834466,19.64113715745187,-2.5899158342811837,0.017664670874259346,module_19,0.7595808475931519
TreatmentIFNb + RV16:log10viral_load,-0.128968432085859,0.24628110576780474,19.97780279540054,-0.5236635254003252,0.6062736052523028,module_18,0.7667577948779123
TreatmentIFNb + RV16,-0.21168256873481894,0.40422209894635613,19.371110836527116,-0.5236788619093067,0.6064419689189962,module_10,0.7712548175927384
TreatmentIFNb + RV16,0.4702263077665918,0.9069020476187631,19.898586753685024,0.5184973493016768,0.6098293906547234,module_18,0.7712548175927384
TreatmentIFNb + RV16:log10viral_load,0.05643257780216048,0.12513001614954025,21.008761415488728,0.4509915329565617,0.6566161135093228,module_07,0.7842914689139133
TreatmentIFNb + RV16:log10viral_load,-0.04797268737188489,0.10137249512624497,19.350706337262377,-0.4732317904589579,0.6413424827700085,module_24,0.7842914689139133
TreatmentIFNb + RV16,-0.21674217775352347,0.4609582417220256,20.91391639207956,-0.4701991593508091,0.6430790150914094,module_07,0.7900685042551602
TreatmentIFNb + RV16,-0.1644401807254509,0.5786370368002118,21.204814838135494,-0.2841853705645665,0.77902489499622,module_00,0.9053532563469583
TreatmentIFNb + RV16,-0.10878933948929427,0.3792226434655404,18.525287161769,-0.2868745876963432,0.7773923161547734,module_11,0.9053532563469583
median_cv_coverage,0.09550425034722529,1.02753982373698,27.419912004323486,0.0929445731844176,0.9266233861786115,module_38,0.9266233861786115
TreatmentIFNb + RV16,0.15138159789047542,0.684738899944429,19.428428289845634,0.22107930176416296,0.827337566542957,module_32,0.9361977726670302
TreatmentIFNb + RV16:log10viral_load,0.03425910579379415,0.15705042082849352,21.30694726072271,0.21814080862098878,0.829395099306538,module_00,0.9385260334258193
TreatmentIFNb + RV16:log10viral_load,-0.021235013396450574,0.09167037357586054,19.29324380387686,-0.23164532409020713,0.8192526433792315,module_12,0.9385260334258193
TreatmentIFNb + RV16:log10viral_load,-0.046980757447022736,0.2985757480019354,18.332687912309556,-0.15734954282595717,0.8766894446866328,module_16,0.9428317437767266
TreatmentIFNb + RV16:log10viral_load,0.018339556900910953,0.13809344574945737,20.65112459528401,0.13280541159197642,0.8956328294945757,module_28,0.9428317437767266
TreatmentIFNb + RV16:log10viral_load,-0.02391970509458792,0.18597853498547645,19.501969899758475,-0.12861540766764226,0.8989791045312975,module_32,0.9428317437767266
TreatmentIFNb + RV16,0.0450247230927963,0.33747226583932854,19.224831924633992,0.13341755056764484,0.8952498595181164,module_12,0.9549435913161213
TreatmentIFNb + RV16,0.04247000885212793,0.3730144531209505,19.30403010637127,0.1138562018087727,0.9105276103246738,module_24,0.9549435913161213
TreatmentIFNb + RV16,-0.07810239234267584,0.5084462430685838,20.581603387905297,-0.15360993105448256,0.8794134708588349,module_28,0.9549435913161213
TreatmentIFNb + RV16:log10viral_load,-0.031221213800082366,0.4079216465971743,20.948126414337043,-0.07653728126596221,0.9397179454538224,module_04,0.9620921822503419
TreatmentIFNb + RV16:log10viral_load,0.004707816462922443,0.10310486651243773,18.55118293286608,0.04566046804739842,0.9640688118595303,module_11,0.9640688118595303
TreatmentIFNb + RV16,0.10860676438610646,1.5025371142275579,20.85975265077803,0.07228225070629309,0.943065875049427,module_04,0.9655198244553657
TreatmentIFNb + RV16,0.04572533187987369,1.0983834656391755,18.29602046505316,0.041629661507390794,0.9672448695828412,module_16,0.9672448695828412
TreatmentCXCL10 + RV16,-0.4085330465402681,0.4731831896729666,20.196411530762063,-0.8633718514442992,0.39807047955305996,module_00,0.9958070580340836
TreatmentCXCL10 + RV16,-0.20682793811514835,0.4317003378050893,19.56735304123505,-0.47910070945677646,0.6371776086036551,module_01,0.9958070580340836
TreatmentCXCL10 + RV16,0.23823742521079738,0.49042273607065945,19.01109094266256,0.4857797318280783,0.6326750517593753,module_02,0.9958070580340836
TreatmentCXCL10 + RV16,-0.3374859968663619,0.4356946834633841,28.999999999340616,-0.7745928735775458,0.4448501999168736,module_03,0.9958070580340836
TreatmentCXCL10 + RV16,-1.2744719843936878,1.2258495457288665,20.240749115579888,-1.039664279221078,0.31075656632616944,module_04,0.9958070580340836
TreatmentCXCL10 + RV16,0.03635721493504331,0.36712027145174925,19.876205486608043,0.09903352596486015,0.922103649022344,module_05,0.9958070580340836
TreatmentCXCL10 + RV16,-0.1997477395570787,0.38710802977095377,18.300121735854354,-0.5159999901713911,0.6120328600813774,module_06,0.9958070580340836
TreatmentCXCL10 + RV16,-0.3388070116553358,0.3764186059598706,20.126183431979964,-0.9000804059389548,0.37872154140512915,module_07,0.9958070580340836
TreatmentCXCL10 + RV16,0.19600312884369397,0.17904236026455853,18.64840410947506,1.0947304791674646,0.28757321368036415,module_08,0.9958070580340836
TreatmentCXCL10 + RV16,0.5095318224554182,1.1172201589087714,20.241989302445383,0.45607109609720614,0.6531941555163001,module_09,0.9958070580340836
TreatmentCXCL10 + RV16,0.030916592866372345,0.329519216283357,19.63523765855217,0.09382333818063844,0.9262002859191748,module_10,0.9958070580340836
TreatmentCXCL10 + RV16,0.005350146746089079,0.31031136530627124,18.798687817905666,0.017241220735852162,0.9864258534941553,module_11,0.9958070580340836
TreatmentCXCL10 + RV16,-0.19869011316684684,0.27477287902861397,19.216378271002434,-0.7231067122390776,0.47832423657705636,module_12,0.9958070580340836
TreatmentCXCL10 + RV16,0.047397115149993764,0.2918688559681026,21.134313456134944,0.16239182146646589,0.8725399421130117,module_13,0.9958070580340836
TreatmentCXCL10 + RV16,-0.47027547236986067,0.39349376049071955,19.44565266665207,-1.1951281559925828,0.24640975589330472,module_14,0.9958070580340836
TreatmentCXCL10 + RV16,0.14963370587509517,0.4847048162309573,20.16207106782169,0.30871099453609746,0.7607085759063371,module_15,0.9958070580340836
TreatmentCXCL10 + RV16,0.15729973212850717,0.8971186038360572,18.612467720606922,0.17533883642129075,0.8627068256273693,module_16,0.9958070580340836
TreatmentCXCL10 + RV16,-0.4479371232675851,0.2660828346027563,18.723685785415242,-1.6834499073806284,0.10888733330876744,module_17,0.9958070580340836
TreatmentCXCL10 + RV16,-0.8795700614225102,0.7388023828942996,19.60533729914256,-1.1905349546610087,0.2480524047026186,module_18,0.9958070580340836
